channelId,channelTitle,videoId,weight,videoCount
UCdrBEUVPtUBxEJi0pki97GQ,tographer,"iygUqyeL6Fo,PDFpwgbBpTk",0.10111704470857531,2
UCILI7Qu2dfTE0iWHGvIPwqA,Expressive Photography,"S1zl4xoq9-o,0gbC9WfaRHg",0.10111704470857531,2
UCN8_8g1C4ZoEtEiPI3soHYQ,BritainsBestPhoto,BYNHYZfDpbc,0.10111704470857531,1
UCwRID6HcIEwE0egOwmAETWQ,Great Big Photography World,"Rjb1ff7aGgQ,Li8dhGmSnjc",0.10111704470857531,2
UC1OdrsQuyamUEyNktOx_Tng,Frank Minghella,"FSga3grvtJ4,S-xYkTD1uig",0.10111704470857531,2
UC9ZBNOCoWoZNLC6sESK_uOw,BS EDITZ 2007,cHdx5nYKdZk,0.10111704470857531,1
UCuLLf8HBxpa-RV1sf9CRmDg,Brad Scott Visuals,eDzFlB42t1g,0.10010587426148955,1
UC1X-EP9S8VD1LXUk20Ptglg,Creative Story,ts-bkrM66sg,0.10010587426148955,1
UCqhKnUo-QcT66oxlcrnmvMQ,Creative Photography School,7DDnpo7sIDA,0.10010587426148955,1
UCJnngsycgrGyLUQuhD1s41w,Archer Digital,"f-m1xFVGAEY,f-m1xFVGAEY",0.10010587426148955,2
UCnsFzNmsYy7zhsULXb9xUlg,SHOOTANDCHOP,"1vUmcCHeCPQ,QlVQydefT2E",0.09910481551887466,2
UCq08X4uDeh_yy5QFtHr0Ofw,Art Design with Canva,Rgr8Lcn4r1g,0.09910481551887466,1
UC9RN38drPCjkTlgUquifOkg,Anshu Photography,-uMAOtsuz-U,0.09910481551887466,1
UCBgwiMD9C6lWJ4JQrwLXlHg,spotography,0ggV85HX2_k,0.09910481551887466,1
UCv6ElKehZ9BeZseX8Zllz3w,Apoorwa Joshi,N7RMWSFnwrE,0.0981137673636859,1
UCrFVxT6y8pMOM0Zg9s0zRrQ,PASSPORT kenny,YkV4ssQdNGM,0.0981137673636859,1
UCmthJlWvTH5uZ0Tw-RxG0ng,The Automotive DP,3Nox0Hu87J8,0.0981137673636859,1
UCJQjhL019_F0nckUU88JAJA,The Drone Creative,"854EeyloCYw,6xyfZJ8T7lY,rL614yWivcI,rPC65Xq0j6A,b14FE8qAx8c",0.0981137673636859,5
UC6MWlQbrqkS7G5ZEpiGGyCw,nadys Photography · 32K views · 1 hours ago ...,EpAmxZVtz0o,0.0981137673636859,1
UCW_6lzgZd9VAxy_0ykL8vJg,Photoshoott Photography,GMSGR_BKVrs,0.09713262969004904,1
UCznygj5eMpWAtO6sBNo86zQ,Ken Is Nerdy 🤓,2y5ukd_M3dQ,0.09713262969004904,1
UCDqzuoZDmQ1u9oNZ_F3zi4A,Moment,1A5GCE2JAzE,0.09713262969004904,1
UCpWT_QfKk7BJIpn709YgsYA,Website Learners,Kka3OX0WD5c,0.09616130339314856,1
UCKNvXgDA1vX2nALTex4DWlg,Collin Michael,Zu9wl6QHZFg,0.09519969035921708,1
UC7htyX5sox-9-2tXjrTg-nw,photographerNoah,"1zeGEFJCz1c,5iWPmcPeVM4",0.09519969035921708,2
UCFJ7r70nIWRe0mJ2lp7NAsA,KelbyOne,"nb3P-GDUJ3k,9XaDvrUNw8U,7XwJjrYYwlI",0.09519969035921708,3
UCHpCBiL9WSCjcoZCDeh0mvg,Frizzandfrillzz (Chloe Renee),EmIxnmPTHqk,0.09519969035921708,1
UCwXdraq_EYPD--p1mPY2oXg,Joe Edelman,RQe7RPgUAPc,0.0942476934556249,1
UCtDd1HxzPTmvdwHa-cylISg,Evan Ranft,"6hT6eX2oNl4,4-huzvGySJ0,TOp0X_yvH4A",0.0942476934556249,3
UCA00oRy5kQvWCR8O3Ie4Ctw,Nicolas Chae,unOMuebdn8s,0.0942476934556249,1
UCA3CpBGICE6dUqTLbk5Accg,All about camera and photoshop ,9yNo40ILFp4,0.0942476934556249,1
UChLUtdizmH6-fNVa_KMSifg,harshit prankr,n3Tns3qxNxU,0.0942476934556249,1
UCx4rCnKFO-4Hk7DfLM3VcYA,Bunty Sales Gautam,F5KZCLu7dOA,0.09330521652106866,1
UCL5Hf6_JIzb3HpiJQGqs8cQ,Matt Granger,"Vk3hQFSPX0U,Vk3hQFSPX0U,C2PGSqjLhFo",0.09330521652106866,3
UCgowQhXSUGCQRkya06xx6gw,Vaibhav patel,"8BhVvtImafQ,8BhVvtImafQ",0.09330521652106866,2
UCbp_P2lnOl-6c1Tp9SIPZaA,Robbie Sumantri,3AHLR-uFZD8,0.09330521652106866,1
UCi0bbL7IxvHisaxoaBot8wg,Pooja Rawat,j6oWTzzKPtM,0.09330521652106866,1
UCq8WNaRYZVL1nMk8O7uCaGw,Crushing Photography!,Z7gpfsl4p4o,0.09330521652106866,1
UCGBLIzP0BmP2yJ8bcmvu-qA,Krishnan's Channel,YvJL413BHWs,0.09237216435585796,1
UCZhek8x341EQS9RNucQqydA,SNAP SHOOT,"X8x-IhgqZvk,7RWwdxU_szo",0.09237216435585796,2
UCfc7fABkurswTLxVg0k7T7w,Lee Hall,ZWX9dzV0qJc,0.09237216435585796,1
UCisEyedzM2jL6kTjXWjfhdA,Axel Rosenvinge,IBjDiTqySZY,0.09237216435585796,1
UCN1tSzXh1WsunsUwiD0ilUA,Haydenssphotography,37a7swNaxtw,0.09237216435585796,1
UCOugxSw6m4fUWtvB7wU3iyw,Story line ,"xOOXqOBxvfI,xOOXqOBxvfI,zDR2OOpcJ4A",0.09237216435585796,3
UCQyPo3w6HKmFXLOKznvJP0w,B Roll Free Vanlife,"O6HnJHlmvOk,xCncjRnSH7s,AXfDXoI5nUo",0.09144844271229938,3
UC1XZXvdDdaic4EM59eULIBg,PhotoPlusMag,"ND5Z3GS3HBU,psd43IQANlI",0.09144844271229938,2
UC8Mk-pRoSojxMn2N3fO5OOg,Nick Hoeller,"-Bb_9ZJul0Y,cUcjq5lxfxw",0.09144844271229938,2
UCnBMnK5oV_Y8Eq23rEXNzuA,rdxsourav09,"-803JPAo5Lo,KRECILYTKD4,A-ECSaSPdRc,-803JPAo5Lo",0.09144844271229938,4
UCqj4zUuhfFK31RRkKCtkvpA,Moe Zainal,xwj3P1gZRbk,0.0905339582851764,1
UC_HVSwoYSkAa5L6fK62CP0g,Pascal Basel,"PxY9SswA5j8,akOtX6oncNM",0.0905339582851764,2
UCkXQnUyJwKAdOkrBcv_9jEA,BHUPENDRA ARTS,Rm2tnlxKXyw,0.0905339582851764,1
UCd_gegCPsAQnReHfbc7z6Fw,siwphotography,HbuuzsrYG8A,0.0905339582851764,1
UC23zgTTZYauvIVScQfPRtPQ,Claire Petersen,"_qnyEujaobk,_qnyEujaobk",0.0905339582851764,2
UCrkP7L7oieiejXdQHWLqYIg,Manoj Saru,8BEfk5NWqUc,0.08962861870232462,1
UCza1J8IdBGpTjGKbloTXrbQ,Photography Tips and Tricks,cR3e1b3MkgA,0.08962861870232462,1
UCgvrz9ioKv89HMyg42z4pyQ,Dope Motions,sISs_fdchKY,0.08873233251530138,1
UCprthOnS73yCv4AlpZCujDA,Raw Bytes,a_zunmC-_Y0,0.08873233251530138,1
UC2pMrfI2PWPaFA-IIujudsA,PrimeVision Edits,UJsjCH4tsGE,0.08873233251530138,1
UCUPHZvCpWWAMnTBlzelJD3g,Mukesh Thakur,LJHD8lHyhwM,0.08784500919014836,1
UCNV8aEIC96pzXYaBxn8ifBg,KITHER Co,DollGh2y1l8,0.08784500919014836,1
UCRgLwzUAgzROSAdIVszu7Ng,Mridu Mousam Neog,g9G218IncLw,0.08784500919014836,1
UCcu5f-gycvDouJovsb_1AeQ,Jon Sparkman,uOe9ztDiXXE,0.08784500919014836,1
UCMdJco70G_Yrksq3z9Y1CDQ,Mr Ken ArtWork,D-0hbHaCEkA,0.08784500919014836,1
UC4VrOuJNqKZwnB4SeOsF9Ig,Mayank Photography ,"eJMB8HU-Zbs,eJMB8HU-Zbs,U0cIcm0Wxyc,eJMB8HU-Zbs",0.08784500919014836,4
UCU8j8EX6q_5g8Y4q9PkrEkQ,Canary Capital Productions | Photo Booth Business ,"sMPm0U-E4zo,6lbs3uBFkq8",0.08696655909824688,2
UCC3Vb4uA5KVj9NEi2aU1Apw,Dev Acharya,nDgE8X6Y6cM,0.08696655909824688,1
UC_psJmHcQfH7czSY6a_pQig,mayankeditxs ,UvfjUpJ4JOY,0.08696655909824688,1
UC-_n2UGZ6ylA534W4JzyBpA,Omart Creations,"0AOVBU3UD4c,MiyO3vbwpDw,_SfcXsaKmBE",0.08696655909824688,3
UCRRejN1io5iVMnachaLM2JA,Matthew Storer,"jPMJFjCZo50,r2WPaowQbn4",0.08696655909824688,2
UCdvJBZPSgNoleTgRu9sS_0w,Manish Editing9,uJf6HTgbzKs,0.0860968935072644,1
UCkiC21kJxYO_eUEJ5GgFLnw,CreativeLive,"JIXybyoi120,lLtpv7P6m54,70_zR6yz9aU",0.0860968935072644,3
UCb4dRSxVdivvZKuRGf7m4DQ,Streettogs,"VvZXlBq5GHU,2FpiGZgEA6Y",0.0860968935072644,2
UCsBh1s1WdBx24tJd-zvqlYQ,Kelly Brown Newborn Photographer,XbWLllgBsEg,0.0860968935072644,1
UC5rR0BFgdu-oz7HDHb-f-uw,Wayward North ,gGAzUrMDIuk,0.08523592457219176,1
UCO4Nw0vUpxgb0zsziJ1SaMg,Primal Video,"AlrC-XaKwew,VUMVsGm0xOE,Sggf66JJU8o,yCMdj7B8WiA,9z9GiEM4uvA",0.08523592457219176,5
UCuhBE0mg0Xm2hZIpGoV6SZA,Cris with no H,ch40q-WgSh8,0.08523592457219176,1
UCTnRrv4zw8wXjedKeqjPLqg,Los Angeles Center of Photography,TcQLxuVVIdw,0.08523592457219176,1
UCyPgmnXjwO_V9dHeUo2ra3w,LIST KINDOM,"FfczwVIwExI,FfczwVIwExI",0.08523592457219176,2
UCkAU23SsQW7ErqL8MyQ-MyQ,BethanyVlogs,"tOXZ2KTrdWs,tOXZ2KTrdWs",0.08523592457219176,2
UCd3JLLAw1Yb5lPJTwN2peTg,Phil Ebiner,QpiNily0HFc,0.08438356532646984,1
UCkm0j0CQdElEFtWw7agfOlA,Trakin Shorts,iFuIGIA85mA,0.08438356532646984,1
UCfWCfLN9cmRn86cbsSAsdnw,CamCrunch,SEVtaH347v4,0.08438356532646984,1
UCqiJI3COVDqxJnJoVkCiEUg,The CG Essentials,TvXoSiV6YrM,0.08438356532646984,1
UC-jcwTmMRhEE7CKTIoVK2PA,Lashmar (aka The Street Thief),"-gRzeRKza_o,AXtfTqMb5d4,AXtfTqMb5d4",0.08438356532646984,3
UCLQGdeXCcAwR_xLLmCpJWqg,Nicco Valenzuela,"aNxae0qGM04,aNxae0qGM04,aNxae0qGM04,yCajvXoylnM",0.08438356532646984,4
UCNe9B-eBAAAUIVfN_tI6TZw,Nahidur Tomal,8rQOfczadME,0.08438356532646984,1
UCz3DyxN2tsxdi-s0crhbozQ,Khalid' Ozavogu Abdul,NqgicE7GOf4,0.08353972967320515,1
UCMkws09v_kx4La8So1xOogA,Rv Tech Tamil,1tUp5D60cNM,0.08353972967320515,1
UCB3WG6cTWrEcTnx2BdrvpcQ,Mr Soumen,"avyJmorwft0,GBH7EmDr7TQ,ET5ikt6pnKY",0.0827043323764731,3
UC-Ed8Wd9sGzsUbdgDJaAYBA,Brent Mail,ZvfbuAqPfZU,0.0827043323764731,1
UC3cW2mStnQS4Fere7HJlBdA,frameforest,pBt8qdO03-k,0.0827043323764731,1
UCYw09lWAsj1QW8A7R6PvFqw,PLAYfaery,"8E8DINUFRKs,8E8DINUFRKs",0.0827043323764731,2
UC2ipqgck-uDU8xiIlewxLLQ,Jorge Perez,"1caxzfa5lBw,Jo34SzOIsKE,4zZG1dBcyrY,zUNwNnmvjcI",0.08187728905270836,4
UCesDR76av-mh9zNa_lLIEKQ,mobile photography,h8Ic0JuUJ2Y,0.08187728905270836,1
UC5bp5_6h-ZxkBz6S_33ZUVg,Mango Street,"xyB-xPsg0RU,IBBads18fr0,IBBads18fr0",0.08187728905270836,3
UCH-EhNautA5qDd6VqbENuVg,MG Donor,9sL3P66RvaI,0.08105851616218128,1
UCLTtVEO2c5jTjxqTVeZhBvQ,TechTronics,qqlRYXbXzLo,0.08105851616218128,1
UCHWTaiRzquYJpwUG7-SqWjA,Enamur Reza,78SzcP5IgRU,0.08105851616218128,1
UC6QlLAfXNg0exHmJNkPrA4A,Stephen and Claire - 2 Zany Brits,dn2gNb_-bRE,0.08105851616218128,1
UC7O7qig4L2vLX1xrBL2cNiQ,Kundan photography,KZynDHEWOV0,0.08024793100055946,1
UCL1804F0p2aTVW_KF1knM8g,Milton Stephen,V7t3rvnh_Tw,0.08024793100055946,1
UC_iTJl5NlG0MDJRcqag1UrA,Naman Photography 05,"J4WpLz0xqq8,zc8tXGp-TvM",0.08024793100055946,2
UCdhPJRLepbkJz7jkZFp8cxQ,Danielle Castano,4PoVNByiVlE,0.08024793100055946,1
UCfaWzI0Bzq8bG4moPxssr_A,Raj smartmaker shorts photography up44,-7uYeJSbL3k,0.08024793100055946,1
UCdj8Tl1OYgwZopOGX_FcdNg,Photography Tamizha,"ySYqK4wv-Q8,bNd0jInjZ-0,dgR9PpRRXNI,dgR9PpRRXNI,2wa2FBeZjAo",0.08024793100055946,5
UCvzPFRusFf56Sv_PX7dFH6Q,Anthony Crouch Photography,"lwQ8VJpgz8k,lwQ8VJpgz8k",0.07944545169055386,2
UCPM3OhlpG1PddzlKXBV8alw,Lemuel Chris Motions,dWwlmM0X3CI,0.07944545169055386,1
UCUU5jINhA5qQMRWEItKeShg,DA Imagix,1w90A-aimVo,0.07944545169055386,1
UCKdUgM75OUcx5hJTkgHDWMQ,Envision Media,1NFXa67R2Xo,0.07944545169055386,1
UCKFuv0p96yIcHMfgsaWNaKQ,Domestika English,"N798XNru8Eo,xf0Lzjut8YA",0.07944545169055386,2
UCYj0pIFTHrXMBOp3ShPQa0g,Mind Headlines,wKbOjx9_AwA,0.07944545169055386,1
UCGUQbLbu6kuM54UjUXlLR7A,Photo Tips Guide,DGQ3DNLkp_4,0.07944545169055386,1
UCkTPHJ7QZREGu6FzeQtL4GQ,YT Angel Official ,V80I0NjPxGw,0.07944545169055386,1
UC7jugqrbsXCpS9VcZCyq08g,Sadiqslens,_X1tgvAwLx8,0.07865099717364833,1
UC6o05hRwqfz9ECK2jKQwRJw,Smart Graphics,wr5ariCUXDI,0.07865099717364833,1
UC3t3R4nwpzcSir6GN1N3F2g,Stuff Magazine Middle East,PP0Ltedlmc8,0.07786448720191184,1
UCCv2d4YxZ4vrFuZou0W9L4A,Movavi Vlog,YCiMlakzIW0,0.07786448720191184,1
UC2wdypuYBDht77mRZ4rV55w,Studio Lighting,"Df01-8BMsVA,9Ohta-tzZi4",0.07786448720191184,2
UCXZNlYNefXV3iMcyzszt_9Q,Google for Creators,"KgMDbsaIUl0,KgMDbsaIUl0",0.07786448720191184,2
UCS4hbKtLmEK97JVgigDJ7Bw,Chiranjeevi Bhattarai,LjrR--K3gVI,0.07786448720191184,1
UC5fIra-7Xl5XR8bHd7iKjBQ,M.G. edit Zone,-n-HkfRAIAs,0.07786448720191184,1
UCf8NLPsU7eBZnuaOXBHq2bQ,Photography InFocus,Tcs_acIt9C8,0.07708584232989273,1
UC78J2F5mk31vVOgdKsPqMtg,Graphics Solution Tricks,PCqJiVU6HwE,0.07708584232989273,1
UC4ug7TV8gqpK9JanBMVwfNA,That Ginger Photographer,muiKAeh2K5Y,0.07708584232989273,1
UCsG0YEKfhmYxHPWedbeBWuA,Craft.Pallet_,h9yYmlkJH1s,0.0763149839065938,1
UCqP1gIWh2SM3lRXf373gMNQ,DPReview TV,L8zXhwbff0s,0.0763149839065938,1
UCgGGCa4xo6D0fC1naFdG-pg,Travis M Thompson,MUL4xKDl32I,0.0763149839065938,1
UC9V5XNvyKPlm32n0fe6hogg,F4 facts,Qa7fzqps20A,0.0763149839065938,1
UC7EW4VJA8rcAG-8TAGkcxbA,Bridge Academy for Media Studies,l97ZQj5dhxg,0.07555183406752786,1
UCCeXwLzVKZU7VW8qXis_UOQ,Katie Steckly,5KeG85tCyRE,0.07555183406752786,1
UC2o1pepoiqUb-ty4wAyZcaQ,PodTalk Show (PTS),i44rndH6Ghw,0.07555183406752786,1
UC4fsjzwywIXRmFXIm24UvlA,Tatyana Zadorin,cDbuVdcpQ28,0.07479631572685258,1
UCb7uREve2kz-eMLIkplQl9A,Motis Fitters,iaHP53E5BWQ,0.07479631572685258,1
UCheo5yd_uasjqeo3tbtrcdQ,dsphotolearning,"7h9b0X0AzjU,BZhx5aVLtg8",0.07479631572685258,2
UCOvmeM2nQxf-R8bRF9di90w,Tyler Schwab Imagery,MilGWNiOJIk,0.07479631572685258,1
UCMgXpKxegU4Hd7zOQj1iuag,Amanda Kuo,h2tIxy7edC0,0.07479631572685258,1
UCh37kUOEvW3J7sNDcapL0hQ,B - chitra,kVw12Uhk1sI,0.07479631572685258,1
UCW76hCw66sJPbnZMyXnexig,RK PHOTOGRAPHY,"AvtXeVimIU4,2zzFrsJfOoA,sbRI5rJKaEU,ZYinUKHqYDQ,lhrs4lPvk0A,e9gCLcqV2lY,OV-MCqZjo9E,TDTDS6sa098,OV-MCqZjo9E,TDTDS6sa098,OV-MCqZjo9E",0.07404835256958406,11
UCRJXzGemOHMmrXK0_BB2eFQ,RK Editing03,VTjMDUkgoJw,0.07404835256958406,1
UCU6k064s_XoFd-8MmpjFDYA,Lindsay Adler Photography,"u13LIjL0-RQ,X1oQAQnD0EU,9_M1ILGkzrk",0.07404835256958406,3
UC5rzpovDbn5EXJZIlz-ZdSQ,Street Hunters - Street Photography,L9W0EeoZK-k,0.07330786904388821,1
UCmXnGOvgbd_XIk-yhBR3XZw,Tommy Omolabi ,FBMTD5qECDk,0.07330786904388821,1
UCJdzpd6y8MY4LtgBdpoa7DA,Mommy Shots,zwM3KErNmsc,0.07257479035344933,1
UClN3i2hwT8GElbgmgKmstyA,Ben Mack,xwcnSj5xdz4,0.07257479035344933,1
UCHYgit9Qqg8u0YMct097-iw,Gaurav Editz,Qd6aEex3EeY,0.07257479035344933,1
UCndLxYe6cYUL62TmO44JG6Q,Gadgetsu,SB2eyd8nzSU,0.07257479035344933,1
UCiLmXaiOJUCMgd5tCf-uvwg,Sonika Agarwal,"W64oLM6RAgo,WujslGVNDZM,CTYaJYUmRX0",0.07257479035344933,3
UCZ1kkxx8mUZ3paOwcuK1mJw,Shutterbug,tuaT5HB8hMM,0.07184904244991483,1
UCF2Y92xJORglC1xLO_zyObQ,Wex Photo Video,"QpbTi4cwmn0,QpbTi4cwmn0",0.07184904244991483,2
UCE-SroAwbHUeHOJe17UrnIw,𝐑𝐈𝐊𝐔 𝐄𝐃𝐈𝐓𝐙,8OEIwbIDumo,0.07184904244991483,1
UCP6xpnE4aBbExr8i-aLtwdw,URBAN PORTRAITS ,nJfX1dbcHCA,0.07184904244991483,1
UC62EofNJm8s-qCcLNOQKZZg,Fotodiox Inc,"JoxreZEIWPw,PFWATy8YdJM",0.07184904244991483,2
UCElOsMIS4o1JH0bMOSEz63g,Rohit Prasad,b7lTfODTLvE,0.07113055202541568,1
UCHP_cKzPCQJvHBcZy0mX2jA,Wayne Moran,pQ58ScwVKAY,0.07113055202541568,1
UCxT3GZnKF05qUgYn67jTPuA,Karan Nishad vlogs 43,"5GCEKCMkUCs,5GCEKCMkUCs,s-eH4NQ8dYU,5GCEKCMkUCs,5GCEKCMkUCs,5GCEKCMkUCs,s-eH4NQ8dYU",0.07113055202541568,7
UCBQccKApVf8hfTbumKTjHwQ,Jake Rich and Anna Chah,"O_fqwfkWRLs,FesSb_W_8oE,KPd584OywsU",0.07113055202541568,3
UCz9ZNbS69NE1jFwJukxn0eg,Squidmans Jensen,"7gZgWNndDpw,7gZgWNndDpw",0.07113055202541568,2
UCIbYikRFAN212nvbgnI0qAA,EditPro Tips ,jGUnETMoNKQ,0.07041924650516153,1
UCbOuKxMR8Y1q0ZvchJyg3oA,Streetphotographyguy ,J0ixflfjnmY,0.07041924650516153,1
UCw185nSrRQ8kW1uFO4l0CFg,AppFind,"4ybrPTwY4uU,0-RuFcjny5A",0.07041924650516153,2
UCJZ4Hz1egX-nBH5UHt8VPNQ,Daniel Norton Photographer,"qVIW8Mp8jrI,hoFXcrxlRDQ",0.07041924650516153,2
UChNCaSkj7fOP0oz8uXy6svg,Bard's Chronicles,ifZxdc7Nt5I,0.07041924650516153,1
UCwKPOImuAFLgzofmoveM1eQ,Handy Photography,"IRa2skn-0nI,IRa2skn-0nI,IRa2skn-0nI,IRa2skn-0nI,hBeduldh3LA,8J3jSiTq2_0",0.06971505404010991,6
UCH3NyccoVmX0O6Bp3dlyqdw,Mr. Phone,N8tlBLGNnU4,0.06971505404010991,1
UC5T_xsbaMAFYDd525YLzICw,Kasia Zmokla,9fRGXWr_9aY,0.06971505404010991,1
UCdBQyug-E_cYaBJA3OxGyNA,Canon Europe,"cP49wGkGZE4,_6iGyt4IcI0,rHozxy4cXWM,Dgp7oJt-5zk",0.06971505404010991,4
UCFdWslor0C12G7eZN4AdvFQ,Thalia LeBlanc ,_KHAlUr8YTk,0.06901790349970881,1
UCvqs9r3h9dh87lRHSatDpNg,CanonUSA,"2XrZa87GOKk,Wo0n4OB6Hkw,2XrZa87GOKk,xrnl0q_uAxw",0.06901790349970881,4
UCJGWW1Ta6jR3w-cF-GBRxMg,Jam.visualz,"vXbBpbrOFoI,U8sllgM-0j0,jRVz19Rijp4,eRpKVgqKmgI,qPN7z62FDHs,PsYp0p4GGrM",0.06901790349970881,6
UCWqZCj6VIL7jiLrZnZQfUtQ,SWPetPhotography,FvdVdmLwfJo,0.06901790349970881,1
UCiFhEEfS49ghG311iQAQd_Q,Punk Missong,zL2PkAeA8_c,0.06901790349970881,1
UCWpuDMCmbLDeylWL9vN7CuQ,Gerard Regot,rdBoze-VRvI,0.06832772446471172,1
UC1KR698dT0Ma4G-_IScOjyQ,Gregory Cazillo,f3SWHMY48Fc,0.06832772446471172,1
UCAsSgxjMlYESyj1nX2n0zqQ,Mb photo Editing,"Lq4wQLi5_Fs,AX9oK3MwL2g,q9d4Cp9V1hA,q9d4Cp9V1hA",0.06832772446471172,4
UCF-kxffizI7GvJFHXd1AYeg,Jean-Pierre La Forest,JyObLHvYm3w,0.06832772446471172,1
UCfNbR-Hp4LZzN-I4JVGLaDA,TheUnbiasedBlogTV,rP3-_KD35Dg,0.06832772446471172,1
UClyyA0EAUcQ34b7jdFn1m_Q,ProCamera,"QjUsFi5QTno,StEOD4GGmdQ",0.06832772446471172,2
UC1n-Jw0S69TYjznaFeAud5A,Nikon Canada,"jFRO6gFKsMo,N_9WCaVaPSA",0.06832772446471172,2
UCCUng-2EXjXZo_D3VsoCbVw,Dileep Vlogs,fA5YylskjPI,0.0676444472200646,1
UCfMtNmMK55Ihr5S3OmpoNsA,telugu.photographer,"3B5xJ8TTSPw,KxBSmfB6m6E,O-S4H0539i0,YUeXjphXc2k,Rg7vrpzYlts,kSuTR39Xxc4",0.0676444472200646,6
UCRZqRkVeM9a8pHruvN0vJwQ,Pappa Media,jUp74Rduw-E,0.0676444472200646,1
UC0kM334GIrj7sYgcXb7kySg,Vivan Vayun,lBcl_Su2JaQ,0.0676444472200646,1
UCAk7nUQk0bsLynS99JtOy8g,Rohit bansal photography,zbgrQs6-4TI,0.06696800274786396,1
UC40Htsc4G25HNa1y3QS7qTg,Regan Neale,"Lxr2fwLJhnM,Lxr2fwLJhnM",0.06696800274786396,2
UCgqER0i6a2uOBsVJSV5ZbvA,TruthVision Photography School,"KoLQIB2yzjU,gaewt0Xpfag,xD5YwDppS-k",0.06696800274786396,3
UCklJi9pE1IqfC7qaDSLgRGQ,Sachin Bhagat,"_qn1zm-nrnQ,wSELdfbcddo",0.06696800274786396,2
UCyUo34Igmn_PU9v20EvD1_Q,GMAX STUDIOS,"ejKlNHN3KYo,qmTQkqZSLCo,-qzZiI1gaqc,QjvOkGt8swY,W_tiLbaTLPI,WUzLENtYVV4,rKRFbZBuWNo,ejKlNHN3KYo,C33_YOvw-Ws,j-uR6v_wBcc",0.06696800274786396,10
UCS4VWcCVVI8Bcn8Dteylxzw,Modern Millie,g-6PY62tqsA,0.06696800274786396,1
UCYHeZY3pgxvaF6_myIxLTcw,EDIZ DHEERU,KwciylxI6jM,0.06629832272038531,1
UCMJFgbkSR_jqohmOksHc6Fw,Dan Bailey,PEwG492tcZM,0.06629832272038531,1
UCCsubHt2GpGTy2TOTL5EumA,Kahani Jungle Ki,KBgn7nOcEXQ,0.06629832272038531,1
UCg1avRr18dQ9qJ9iDf0yfqA,LensCraftersStudio,-GxI8LUt1i8,0.06629832272038531,1
UCX7xWfhniiy9j4y9uGlQkSw,Design Cuts,gf6gfhw5iqg,0.06629832272038531,1
UCgywuv9Lyf5vow2Z0OSP_QQ,Maz Ali,TphJgCTI5Ok,0.06563533949318147,1
UC5Ee7UJsOD0HJScJ4_hZBWg,HODB,V054qdnhJHE,0.06563533949318147,1
UCK407rLyRNGccLlZSabCnhA,Corey Wolfenbarger,cyu8Gk3kDBE,0.06563533949318147,1
UCIf-mbWnUII5C44BfRug5-w,Create with Nill,rok2233z4ck,0.06563533949318147,1
UC2fnXb12Fw-BlxhiHA-MJ3w,Jess Hobbs,qVEc281Tomg,0.06563533949318147,1
UC6h7VwA26nFCxO2UQqg3RXg,Ateliér v továrně,"9JvrOqr8XsY,I7FeHWuqmeM,6gTYJAJBWvE,rtH1rPwOax0,EB-A7ri-hvs,lCqh1m5Sq6Q",0.06563533949318147,6
UCYhaiEHbRXAa2Pyvh1oT5ZQ,Teaching Visuals Tutorials,tu7faty9D3s,0.06563533949318147,1
UCgSMOorDhbdjeVhjRaNUFyw,GD Shimon,yGRDAemO9bA,0.06497898609824965,1
UCeN4SYppmjT8j69WAuGxOuA,Seth Miranda AKA Last Witness,xC6gsUKQHxg,0.06432919623726716,1
UChuTCdE6mvY0BT16rBzM2nQ,Photo Feaver,NFX1oY5MEVg,0.06432919623726716,1
UC0XXJJH20ERa5NJAuH7bkCA,MAX KARTHIK EDITING,gzE5e5MYGfA,0.06432919623726716,1
UCcaMA33S4L0h9tkFL4K4E7g,Vistek,UlO4pS3mhbw,0.06432919623726716,1
UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,"B4y1_J11R_w,s_kgsZhCY3I,ixKvsFSXeME,IhAoqsxO3H0,GIl4eFRxsWk,uxXu6uW5bHw,Z1BfG8imImU",0.06432919623726716,7
UC34YLAVWG86qBDbyDuISlHQ,Absolute url,dZYxGF80reQ,0.06368590427489448,1
UCM-ko9RGEg5xvDCSyJu7QhQ,NCH Software,"KpqIPC7BL7E,CeApIyn8oC4,oDv7JsPpJcU,saPq0n4ZlW8,HpfMcVIz00Q,5yuv-v_qR78,ogzxzXvYh4A,vRZjvhDgrcs,vRZjvhDgrcs,kn5aKEC66BI",0.06368590427489448,10
UCrN4F19Fqw7h9khBnkVVKmA,ℂ𝕠𝕗𝕗𝕖𝕖 𝔾𝕖𝕖𝕜,_Cc8P-OMsX0,0.06368590427489448,1
UCikzJG7RbnNZhKLqqaXRM6A,LinkedIn Learning,"CERkBvmjI90,6sbO_YBIhnY",0.06368590427489448,2
UCPmpm66rKUvCMGnVGwrOXgA,Kainat Faisal,LZ7QjtKYpcw,0.06368590427489448,1
UCHXLHapBVeJPHACQJGkHunw,Shadhik Azeez,DoP4GAhiHLE,0.06368590427489448,1
UCI2I_-5qgN49N9Zy-hbqriA,RCF Creations Guruji,OK8gDBb6aKc,0.06304904523214554,1
UCrSFPnZkG-uASn7IL33zr9g,Uby Icon,myu73FcvocY,0.06304904523214554,1
